area,name,category,address,phone,email,website,sns,description,cuisine_type,business_hours,price_rank,coupon_available,keywords
桜木町,札幌弥助 桜木町店,restaurant,横浜市中区桜木町1-101-1 クロスゲート ワシントンホテル 4F,045-640-3255,,https://hanare-sakuragicho.gorp.jp,,北海道より取り寄せた本場の食材を使用した北海道料理が楽しめる居酒屋,japanese,16:00～23:00,3,,"restaurant,luxury,japanese hokkaido cuisine"
桜木町,レストラン 下町 DINING ＆ CAFE THE sea,restaurant,横浜市中区桜木町1-1-7ニューオータニインプレミアム横浜,045-210-0781,,https://colettemare-yokohama.com/shop/1080/,,モーニング/ランチビュッフェ/ランチ/アフタヌーン/ディナーホテルレストラン夜景がきれい,grill,7:00～21：00,3,,"restaurant,grill,very nice night view"
桜木町,OCTAGON（オクタゴン）,restaurant,横浜市中区野毛町1-4-1 野毛キアラガーデン 8F,050-5600-3921,,https://octagon-yokohama.owst.jp, https://www.instagram.com/octagon_yokohama,屋上テラスでビアガーデン！アメリカンBBQ＆クラフトビールの絶品コンビ,western,17:00～25：00,3,,"restaurant,barbecue rooftop,beer garden,grill"
桜木町,トラットリアバジル（TRATTORIA BASIL）,restaurant,横浜市中区花咲町1-40 ３F,050-5590-1534,,https://gezf400.gorp.jp,https://www.instagram.com/trattoriabasil_0616,新鮮野菜ジューシーなグリル料理をワインと共に◆急な団体様のご予約OK,grill,14：00～23：30,4,,"restaurant,italian,casual,grill_specialty,group_ok,late_open"
桜木町,魚乃福,restaurant,横浜市中区野毛町1-37-1 第4竹内恵比寿ビル 2F,050-5589-2488,,https://www.uonofuku.com, https://www.instagram.com/uonofuku/,豊洲市場で仕入れる旬の鮮魚と海鮮創作料理,japanese,16:00～22:00,2,,"restaurant,japanese,seafood_specialty,luxury"
桜木町,RIGELリゲル,restaurant,横浜市中区野毛町２-１０１ ネオキャッスル野毛２０１,045-325-7701,,https://rigel-sakuragicho.foodre.jp/,https://www.instagram.com/rigel_yokohama,バックバーには多数のお酒が並び、スタンダードなものから当店おすすめ季節のフルーツを使ったカクテルまで幅広くお楽しみ頂けます,bar,18:00～23:00,2,,"restaurant,bar,stylish,date_night,alcohol_specialty"
桜木町,AMPM,restaurant,横浜市中区花咲町1-40 叶家ビル 1F,050-5868-6781,,https://ampm-sakuragichou.owst.jp, https://www.instagram.com/am_______pm/,12種スパイス香るよだれ鶏やラム餃子、毛沢東ポテサラなどの本格皿に加え、約500円で楽しめる小皿メニューも充実。,chinese,18:00～23:00,3,,"restaurant,chinese,casual,private_room"
桜木町,アンデルセンシェル桜木町店,restaurant,横浜市中区桜木町１丁目１シェル桜木町,045-228-9412（カフェ）,,https://www.andersen.co.jp/,,ベーカリーチェーンのモーニングサービス,cafe,8:00～21：00,2,,"restaurant,casual,bakery,cafe_style,morning_available"
横浜駅前,崎陽軒本店ショップ＆中華レストラン嘉宮,restaurant,横浜市西区高島2-13-12,045-441-8811,,https://kiyoken-restauant.com/,,横浜名物シウマイや弁当・レストラン嘉宮・カフェも併設,chinese,11:30～15:00/17:00～21:00,3,,"restaurant,chinese,casual,private_room,local_specialty"
横浜駅前,カンブーザ,restaurant,横浜市神奈川区鶴屋町2-11-2,045-512-8882,,https://cambusa-2011.com,https://www.instagram.com/cambusa_/,地産地消イタリアン、ミシュランガイド掲載,italian,11:30～14:30/18:00～22:00,4,,"restaurant,italian,luxury,fine_dining,anniversary"
横浜駅前,カフェ＆レストラン シェ・フルール横濱,restaurant,横浜市西区北幸 2-12-26 Felice横浜 1Fs3,045-342-6292,,https://www.chaifleurs.net,,横浜駅から徒歩10分の創作和フレンチのお店,french,11:30～15:00/18:00～22:00,3,,"restaurant,luxury,french,anniversary"
横浜駅前,更科一休,restaurant,神奈川県横浜市西区北幸2-10-42 寺内ビル1Ｆ,045-,,http://yokohama-norenkai.jp,,横浜のれん会（老舗の伝統に味を守れる会）そば・うどん,japanese,11:00～22：00,1,,"restaurant,japanese,soba_specialty,traditional"
山下公園・中華街,TRAN.SCENDER® HÔTEL Yokohama,hotel,神奈川県横浜市中区山下町81-3,045-415-0311,,https://transcender.jp/yokohama/,,新しい横濱発見！中華街のド真ん中にあるホテル,hotel,,4,1,"hotel,new_open,mid_range,chainatown near"
山下公園・中華街,ホテルニューグランド,hotel,横浜市中区山下町10,045-681-1841,,https://www.hotel-newgrand.co.jp/,,横浜の歴史的ホテル、山下公園前・クラシック建築,hotel,,7,,"hotel,luxury,classic,harbor_view,historic"
山下公園・中華街,ハイアットリージェンシー横浜,hotel,横浜市中区山下町280-2,045-222-0121,,https://www.hyatt.com/hyatt-regency/ja-JP/hndry-hyatt-regency-yokohama,,インターナショナルブランド、観光とビジネス両対応,hotel,,7,,"hotel,luxury,international_brand,business_friendly"
山下公園・中華街,シタディーン ハーバーフロント横浜,hotel,横浜市中区日本大通5-2,045-680-3322,,https://www.discoverasr.com/ja/citadines/japan,,中長期滞在にも対応。モダンで国際的,hotel,,4,,"hotel,mid_range,long_stay,apartment_style"
山下公園・中華街,ローズホテル横浜,hotel,横浜市中区山下町77,045-681-3311,,https://www.rosehotelyokohama.com/,,中華街中心に位置。ファミリー・インバウンドに人気,hotel,,5,,"hotel,intermadiate,chainatown_near"
山下公園・中華街,ホテルリブマックス 横浜元町駅前,hotel,横浜市中区山下町187,045-228-5600,,https://www.hotel-livemax.com/kanagawa/yokohama-motomachi/,,駅近でコストパフォーマンス良好,hotel,,4,,"hotel,business,budget,station_near"
山下公園・中華街,ホテルフィール,hotel,横浜市中区山下町168-1,045-663-1681,,https://hotel-feel.jp/,,地元客も利用する手頃価格のシティホテル,hotel,,4,,"hotel,casual hotel"
山下公園・中華街,ザ・ゲートホテル横浜 by HULIC,hotel,横浜市中区山下町11-3,045-264-6040,,https://www.gate-hotel.jp/yokohama,,山下公園前の横浜港を望む眺望◎2025年6月オープン,hotel,,6,,"hotel,new_open,mid_range,harbor_view"
山下公園・中華街,エグゼクティブ ホテル グランドガーデン,hotel,横浜市中区寿町１丁目１−６,045-222-0444,,https://exe-hotel.jp,,ラブホテル石川町1分,hotel,,4,,"hotel,love_hotel,adult_oriented"
日本大通り,ダイワロイネットホテル 横浜公園,hotel,横浜市中区山下町204-1,045-664-3745,,https://www.daiwaroynet.jp/yokohama-koen/,,関内駅・日本大通り駅近、設備新しく清潔,hotel,,4,,"horel,business hotels"
日本大通り,東横INN 横浜スタジアム前Ⅰ,hotel,横浜市中区山下町205-1,045-662-1045,,https://www.toyoko-inn.com,,全国チェーンの低価格ホテル。朝食無料,hotel,,4,,"horel,business hotels"
日本大通り,ホテルJALシティ関内 横浜,hotel,横浜市中区山下町72,045-661-2580,,https://www.kannai-yokohama.jalcity.co.jp,,日本航空系。観光・ビジネス対応,hotel,,4,,"horel,business hotels"
日本大通り,スーパーホテル横浜・関内,hotel,横浜市中区山下町195-1,045-664-9000,,https://www.superhotel.co.jp/s_hotels/kannai/,,環境配慮型、無料朝食付き、観光にも便利,hotel,,4,,"horel,business hotels"
日本大通り,ホテルリブマックス横浜スタジアム前,hotel,横浜市中区山下町219-3,045-226-3210,,https://www.hotel-livemax.com/kanagawa/yokohama_stadium/,,スタジアム隣接、コンパクトで便利,hotel,,4,,"horel,business hotels"
馬車道,マンダリンホテル　横浜,hotel,横浜市中区野毛4-170,045-243-3131,,https://yokohamamandarin.com/,,京急日之出町徒歩3分,hotel,,4,,"horel,business hotels"
馬車道,ホテルルートイン 横浜馬車道,hotel,横浜市中区弁天通4-53-1,050-1726-2472,,https://www.route-inn.co.jp/hotel_list/kanagawa/index_hotel_id_530,,駅徒歩1分、大浴場あり、安定の設備,hotel,,4,,"horel,business hotels"
馬車道,PROSTYLE旅館 横浜馬車道,hotel,横浜市中区常盤町5-64,045-232-2222,,https://www.prostyleryokan.com/yokohamabashamichi,,和風デザイン、サウナ・大浴場付き、外国人観光客に人気,hotel,,6,,"horel,business hotels"
馬車道,アパホテル＆リゾート横浜ベイタワー,hotel,横浜市中区海岸通5丁目25番3,0570-055-111,,https://www.apahotel.com/resort/yokohama,,横浜1の高層ホテル,hotel,,5,,
馬車道,リッチモンドホテル 横浜馬車道,hotel,横浜市中区住吉町5-59,045-228-6655,,https://richmondhotel.jp/yokohama/?utm_source=GGL&utm_medium=GBP&utm_campaign=Canly/,,英語対応・清潔感・高レビュー,hotel,,4,,"horel,business hotels"
馬車道,Oakwood Suites Yokohama,hotel,横浜市中区北仲通5-57-2,045-211-6111,,https://www.oakwood.com/ja-jp/japan/yokohama/suites-yokohama,,高層階・長期滞在・外国人ビジネス客に人気短期予約困難,hotel,,8,,"hotel,luxury_high rise_famous hotel"
馬車道,横浜東急REIホテル,hotel,横浜市中区本町6-78-1,045-663-0109,,https://www.tokyuhotels.co.jp/yokohama-r/,,観光地アクセス良好・設備充実,hotel,,4,,"horel,business hotels"
馬車道,ホテルマイステイズ横浜関内,hotel,横浜市中区羽衣町2-60-6,045-250-6111,,https://iconia.co.jp/hotel-mystays-yokohama-kannai-kanagawa,,長期滞在・コスパ良好・駅近,hotel,,4,,"horel,business hotels"
桜木町,ニューオータニイン横浜プレミアム,hotel,横浜市中区桜木町1-1-7 コレットマーレ,045-210-0707,,https://www.newotani.co.jp/innyokohama/,,みなとみらいビュー、駅直結、高級ホテル,hotel,,6,,"hotel,luxury_vest view_famous hotel"
桜木町,JR東日本ホテルメッツ 横浜桜木町,hotel,横浜市中区桜木町1-1-93,045-228-3111,,https://www.hotelmets.jp/sakuragicho,,桜木町駅から徒歩1分、新しい設備,hotel,,4,,"horel,business hotels"
桜木町,東横INN 横浜桜木町,hotel,横浜市中区花咲町1-5-1,045-231-1045,,https://www.toyoko-inn.com/search/detail/00050,,駅近・無料朝食あり・全国チェーン,hotel,,4,,"horel,business hotels"
桜木町,絹の湯ホテルテラス横浜桜木町,hotel,横浜市中区花咲町3-95,050-1807-3370,,https://breezbay-group.com/terrace,,スタイリッシュ、リーズナブルな価格,hotel,,5,,"horel,business hotels"
桜木町,ホテルリブマックスBUGET横浜関内,hotel,横浜市中区伊勢佐木町4-117,045-250-1510,,https://www.hotel-livemax.com/kanagawa/kannai,,リーズナブルで立地良好,hotel,,4,,"horel,business hotels"
桜木町,ウェスティンホテル横浜,hotel,横浜市西区みなとみらい4-2-8,045-577-0888,,https://www.marriott.co.jp/hotels/travel/tyowy-the-westin-yokohama/,,世界的ブランド、最新設備、観光・ビジネスに最適,hotel,,7,,"hotel,luxury_high rise_famous hotel"
山下公園・中華街,ホテルZEN,hotel,横浜市中区松影町3-10-5第三ホテル浜松荘５階,045-342-9553 ,,http://zen.ilee.jp,,民家を改造和畳素泊6部屋,hotel,,3,,private lodging facilities
桜木町,野毛ホステル(FUTARENO),hotel,横浜市中区野毛町3-122,045-308-8577,,https://gh.futareno.com,,民家を改造和畳素泊6部屋,hotel,,3,,private lodging facilities
関内,レンブラント横浜関内,hotel,横浜市中区不老町1－2,045₋681₋4800,,https://rembrandt-style.com/yokohama-kannai/,,横浜公園向かい,hotel,,4,,"horel,business hotels"
関内,アパホテル〈横浜関内〉,hotel,横浜市中区住吉町3-37-2,045-650-6111,,https://www.apahotel.com/hotel/syutoken/kanagawa/yokohamakannai/?utm_source=google&utm_medium=maps,,関内駅すぐ、外国人利用あり,hotel,,4,,"horel,business hotels"
関内,ホテルリブマックス横浜関内駅前,hotel,横浜市中区真砂町3-30,045-681-0002,,https://www.hotel-livemax.com/kanagawa/yokohama-kannai/,,リーズナブル・清潔感あり・駅近,hotel,,4,,"horel,business hotels"
関内,ホテルアルファーワン横浜関内,hotel,横浜市中区長者町5-80,045-231-8686,,https://www.alpha-1.co.jp/yokohama-kannai/,,リーズナブル、大浴場あり,hotel,,4,,"horel,business hotels"
関内,ダイワロイネットホテル横浜関内,hotel,横浜市中区尾上町2-7-4,045-252-1475,,https://www.daiwaroynet.jp/yokohama-kannai/,,大型ホテル・快適な部屋・観光にも便利,hotel,,4,,"horel,business hotels"
関内,スーパーホテル横浜・関内,hotel,横浜市中区山下町195-1,045-664-9000,,https://www.superhotel.co.jp/s_hotels/kannai/,,SDGs認証、無料朝食、快眠重視,hotel,,4,,"horel,business hotels"
関内,ホテルコメント横浜関内,hotel,横浜市中区不老町2丁目7-2,045-222-0027,,https://www.hotelcomento-yokohamakannai.jp,,お得に泊まれるホテル・サウナ付き大浴場,hotel,,4,,"horel,business hotels"
関内,横浜伊勢佐木町ワシントンホテル,hotel,横浜市中区長者町5-53,045-243-7111,,https://washington-hotels.jp/yokohama/,,伊勢佐木モール直結、利便性◎,hotel,,4,,"horel,business hotels"
関内,ファーイーストビレッジホテル横浜,hotel,横浜市中区尾上町６丁目９０−１,045-232-4476,,https://www.villagehotels.co.jp/ja-JP/Far-East-Village-Hotel-Yokohama/,,馬車道-みなとみらい近アクセス良い,hotel,,4,,"horel,business hotels"
関内,ホテルステイ横浜,hotel,横浜市中区福富町西通46-2,045-261-2632,,https://www.hotelstay-yokohama.com,,モダンデザイン・観光・ビジネス両対応,hotel,,4,,"horel,business hotels"
みなとみらい,ヨコハマグランドインターコンチネンタル ホテル,hotel,横浜市西区みなとみらい1-1-1,045-223-2222,,https://www.icyokohama-grand.com/company,,ヨット型シンボルホテル、海に囲まれた絶景,hotel,,7,,"hotel,luxury_high rise_famous hotel"
みなとみらい,ザ・カハラ・ホテル＆リゾート横浜,hotel,横浜市西区みなとみらい1-1-3,045-522-0008,,https://thekahala.jp/yokohama/,,ハワイ発の最高級ブランド、日本初進出,hotel,,7,,"hotel,luxury_vest view_famous hotel"
みなとみらい,横浜ロイヤルパークホテル,hotel,横浜市西区みなとみらい2-2-1-3,045-221-1111,,https://www.yrph.com/,,ランドマークタワー上層階、絶景夜景　休館中,hotel,,7,,"hotel,luxury_vest view_famous hotel"
みなとみらい,横浜ベイホテル東急,hotel,横浜市西区みなとみらい二丁目3番7号,045-682-2222,,https://ybht.co.jp,,みなとみらい海に隣接した高級ホテル,hotel,,6,,"hotel,luxury_vest view_famous hotel"
みなとみらい,三井ガーデンホテル横浜プレミア,hotel,横浜市西区みなとみらい3-3-3,045-227-1311,,https://www.gardenhotels.co.jp/yokohama-minatomirai-premier/,,みなとみらいの高級ホテル,hotel,,6,,"hotel,luxury_vest view_famous hotel"
みなとみらい,万葉倶楽部,hotel,神奈川県横浜市中区新港2-7-1,0570-07-4126,,https://www.manyo.co.jp/mm21/access,,宿泊施設付温泉施設館内に食事施設もあり,hotel,,4,,hot spring facility availailable for private lodging
みなとみらい,ナビオス横浜,hotel,横浜市中区新港2丁目1-1,045-633-6000,,https://www.navios-yokohama.com,,日本船員厚生協会運営,hotel,,4,,"hotel,intermadiate hotel"
横浜市内その他,インターコンチネンタル横浜pier8,hotel,横浜市神奈川区金港町1-4,045-534-5353,,https://www.icyokohama-pier8.com,,モダン・観光・レジャー向け,hotel,,5,,"hotel,luxury_vest view_famous hotel"
横浜市内その他,ホテルプラム横浜,hotel,横浜市西区北幸2-9-1,045-314-3111,,https://hotel-plumm.jp/,,モダンデザイン・観光・ビジネス両対応,hotel,,4,,"hotel,intermadiate hotel"
横浜市内その他,ホテル横浜キャメロットジャパン,hotel,横浜市西区北幸1-11-3,045-312-2111,,https://www.camelotjapan.com/,,西口徒歩5分・会議室・和洋レストラン併設,hotel,,4,,"hotel,intermadiate hotel"
横浜市内その他,横浜ベイシェラトン ホテル＆タワーズ,hotel,横浜市西区北幸1-3-23,045-411-1111,,https://www.marriott.co.jp/hotels/travel/tyoys-yokohama-bay-sheraton-hotel-and-towers/,,外資系・レストラン充実・国際会議対応,hotel,,6,,"hotel,luxury_vest view_famous hotel"
山下公園・中華街,グローバルキャビン横浜中華街（ドーミーイン系列）,hotel,横浜市中区山下町166,045-226-5489,,https://dormy-hotels.com/dormyinn/hotels/gc_yokohama,,外国人旅行者にも人気の快適キャビン,hotel,,5,1,"hotel,casual capsule hotel"
横浜市内その他,スカイスパYOKOHAMA,hotel,横浜市西区高島2-19-12 スカイビル14F,045-461-1126,,https://www.skyspa.co.jp/,,サウナ＆スパ併設・男性専用・外国人利用多,hotel,,4,,"hotel,casual capsule hotel"
横浜市内その他,カプセルプラス,hotel,横浜市西区北幸２丁目１−５,050-1807-3375,,https://capsule-plus.jp/yokohama/,,浜駅からわずか徒歩5分の好アクセス。ホテルから出てすぐのところに、西口の繁華街エリアが広がっています。,hotel,,4,,"hotel,casual capsule hotel"
関内,Tabist Mayudama Cabin,hotel,横浜市中区不老町１丁目４−６,045-263-9351,,https://tabist.co.jp/h/N14HMCI/,,JR関内駅から徒歩2分、カプセルとホステルが融合した新しいカタチの宿泊施設。横浜駅からも近く観光やイベント時の滞在におすすめです。,hotel,,4,,"hotel,casual capsule hotel"
関内,グランカスタマ 伊勢佐木町店,hotel,横浜市中区長者町７丁目１１５ TC42長者町ビル 2F,045-315-7272,,https://g-customa.com/shop/isezaki.php,,お風呂もカプセルも御利用頂ける革新的インターネットカフェ,hotel,,3,,"hotel,casual capsule hotel"
元町・山手,bnb+ Yokohama Motomachi 横濱元町店,hotel,中区元町１丁目２７−２ いちご横濱元町ビル 3F,045-263-8893,,https://www.booking.com/searchresults.ja.html?aid=356980&label=gog235jc-10CAsodUIWYm5iLXlva29oYW1hLW1vdG9tYWNoaUgVWANodYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCrOD4xQbAAgHSAiRmMTgwZDVmMi02Zjg4LTRlNTYtYmFjZi1jNTkwYjJlNjY5YTLYAgHgAgE&highlighted_hotels=6601687&redirected=1&city=-248593&hlrd=user_sh&source=hotel&expand_sb=1&keep_landing=1&sid=1a12a8855ed46a472e68b854c9b503d3/,,横浜マリンタワーから徒歩5分以内で、共用ラウンジ、禁煙のお部屋、無料WiFi、テラスを提供しています。,hotel,,4,,"hotel,casual capsule hotel"
関内,カプセル イン 都,hotel,横浜市中区野毛町１丁目２２,045-241-0133,,http://www.capsule-inn.jp/,,男性専用のカプセルホテルです。,hotel,,3,,"hotel,casual capsule hotel"
日本大通り,Retrospect_Stay,hotel,横浜市中区山下町１５６−２,050-8880-4077,,https://retrospect-stay.com,,横浜の歴史を感じられるもの全てがある横浜市中区は1859年のペリー来航で横浜港が開港してから急速に進化してきた街。,hotel,,3,,private lodging facilities
桜木町,リゾートカプセル桜木町,hotel,横浜市中区花咲町１丁目２２−２,045-253-5553,,https://breezbay-group.com/resocap-sakuragi/,,桜木町駅徒歩3分、ブリーズベイホテル B1Fにございます。,hotel,,3,,"hotel,casual capsule hotel"
元町・山手,ホテルアイエス,hotel,横浜市中区松影町 １－２－５,045-641-1377,,https://hotel-is.com/?sa=X&ved=0CJYDEMiuA2oYChMIoJXE34bIjwMVAAAAAB0AAAAAELID/,,石川町北口1分2段ベッド～ダブルベット（ホテルグランドガーデン横浜系列）,hotel,,3,,"hotel,casual hotel"
馬車道,横浜平和プラザホテル,hotel,横浜市中区太田町5-65,045-212-2333,,https://www.heiwaplaza-hotel.com/,,横浜の魅力をまるかじり♪ みなとみらい~元町中華街までヨコハマを存分に満喫,hotel,,4,,"horel,business hotels"
日本大通り,横浜マルタ二ホテル,hotel,横浜市中区相生町6-99,045-681-2748,,http://www.marutani-hotel.co.jp/,,マルタニホテル」はJR桜木町駅、地下鉄関内駅、みなとみらい線馬車道駅から徒歩5分。横浜の主な交通すべてにアクセスが便利なビジネスホテルです。,hotel,,4,,"horel,business hotels"
関内,ホテルロイ,hotel,横浜市南区永楽町２丁目２０−６,03-6659-6820,,https://www.hotel-roy.jp/?utm_source=google&utm_medium=maps,,横浜ラブホテルなら -HOTEL ROY-モダンがコンセプトのホテルです。,hotel,,3,,"hotel,love_hotel,adult_oriented"
関内,チサンホテル横浜伊勢佐木町,hotel,横浜市中区長者町5丁目-53,045-262-2811,,https://www.solarehotels.com/hotel/kanagawa/chisunhotel-isezakicho/,,伊勢佐木長者駅徒歩1分、リーズナブルな価格のビジネスホテル,hotel,,4,,"horel,business hotels"
桜木町,フレックステイイン桜木町,hotel,横浜市中区花咲町2-72-16,045-262-5388,,https://iconia.co.jp/hotel-flexstay-inn-sakuragicho-kanagawa/?utm_source=google&utm_medium=GBP&utm_campaign=FSISakuragicho,,全面改装したフレックステイイン桜木町は横浜にあり、宿泊の期間を問わず、日本での滞在にはもってこいのホテルです。,hotel,,4,,"horel,business hotels"
横浜市内その他,横浜屋形船事業協同組合,,,045₋325₋8185,yokohama-yakatabune@outlook.jp,,,屋形船事業協同組合,,,,,
元町,協同組合元町エスエス会,,横浜市中区元町1-14,045-663-1557,info@motomachi.or.jp,https://www.motomachi.or.jp/shop/ss-office,,,,,,,
山下公園・中華街,中華街発展会協同組合,,横浜市中区山下町118-2 廣東會館ビル5F,045-662-1252,,https://www.chinatown.or.jp/hattenkai/institution/,,,,,,,
山下公園・中華街,横浜中華街関帝廟通り会,,横浜市中区山下町166,045-633-3086,,http://www.kanteibyo.com,,,,,,,
山下公園・中華街,横浜中華街市場通り会,,横浜市中区山下町137,045-662-7801,,,,,,,,,
日本大通り,,横浜市西区みなとみらい2-3-1　クイーンズタワーA 403B（ルーデンス株式会社内）,,,,https://nihonodori.jp/gourmet,,,,,,,
関内,協同組合伊勢佐木町商店街,,横浜市中区若葉町2-34,045-261-2835,,,,,,,,,
関内,伊勢佐木町1･2丁目地区商店街振興組合,,横浜市中区末広町2-6-10,,,https://www.isezaki.jp/,,,,,,,
関内,関内駅前商店会,,横浜市中区真砂町3,,,https://rarea.events/event/222903,,,,,,,
馬車道,馬車道商店街協同組合,,横浜市中区常盤町4-42,045-641-4068,,https://bashamichi.or.jp/inq/index.html,,,,,,,
みなとみらい,マークイズ店舗会,,横浜市西区みなとみらい3-5-1,045-224-0650,,https://www.mec-markis.jp/mm/,,,,,,,
みなとみらい,ランドマークプラザテナント会,,横浜市西区みなとみらい2-2-1,045-222-5015,,,,,,,,,
桜木町,桜木町ぴおシティ商店会,,横浜市中区桜木町1-1,045-201-8365,,https://www.piocity.com/,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
種別,氏名／団体名,所在地,対応言語,資格,対応内容,料金目安,連絡先／Web,,メモ,,,,
法人,IES通訳（ワイアールシー）,横浜市関内,英語・中国語・韓国語,-,徒歩・公共交通での観光案内,"半日（4時間）15,000円/1日（8時間）20,000円",https://ies-world.com/interpretation/genre.html,契約中,045-650-3531岡田代表,,,,
個人,GetYourGuide Local Expert,横浜市,英語,不明,半日観光（中華街・港の見える丘）,"13,500円前後",https://www.getyourguide.jp,未確認,,,,,
個人,藍 秀璃（ラン・シュウリ）,横浜市,中国語,全国通訳案内士,観光・展示会・企業案内など,応相談,神奈川県登録PDF（pref.kanagawa.jp）,未確認,,,,,
個人,相沢 久美子,横浜市,中国語・英語,中国語通訳案内士,VIP案内・観光ガイド,応相談,神奈川県登録PDF kuku.akzawa@nifty.ne.jp,未確認,080-43304558,,,,
個人,滝澤 三佐子,横浜市,中国語,全国通訳案内士,UIJツアー・観光案内,応相談,神奈川県登録PDF,未確認,,,,,
法人,株式会社メディアリンク,横浜市西区,中国語,不明,ビジネス通訳／観光アテンド,"要見積～3h20,000/～8h30,000",https://www.medialink-net.com/translation/company.html,未確認,045-594-8589,,,,
団体,日本中国語通訳案内士協会,全国／紹介あり,中国語,団体所属通訳士,紹介・調整対応,-,https://cga-japan.org,未確認,,,,,
個人,ちょる（ロコタビ）,横浜市,韓国語,不明,観光案内・通訳（初級）,応相談,https://www.medialink-net.com/translation/company.html,未確認,,,,,
個人,ロコタビ韓国語ガイド複数,横浜市,韓国語,不明,予約代行・観光案内,応相談,https://locotabi.jp,未確認,,,,,
法人,くらしのマーケット 韓国語通訳,横浜市,韓国語,不明,出張通訳（観光・会議）,"5,000～15,000円／h",https://curama.jp/interpreter/korean/kanagawa,未確認,,,,,
法人,ホットライン通訳サービス,横浜市,韓国語,不明,スポット通訳／観光アテンド,"5,000円～",検索可,未確認,,,,,
法人,Zehitomo 韓国語通訳,横浜市栄区,韓国語,不明,通訳・翻訳対応,応相談,https://www.zehitomo.com,未確認,,,,,
,横浜市多文化共生総合相談センター,,,,,,,,045-222-1209,,,,
,横浜市国際交流センター,,,,,,,,,,,,
